/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_17_709.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_17_709.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_17_709.jpg,0,0,0,19.49127
/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_17_776.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_17_776.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_17_776.jpg,0,0,0,19.3265
/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_17_849.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_17_849.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_17_849.jpg,0,0,0,19.08473
/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_17_924.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_17_924.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_17_924.jpg,0,0,0,18.86445
/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_17_996.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_17_996.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_17_996.jpg,0,0,0,19.08239
/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_18_082.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_18_082.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_18_082.jpg,0,0,0,18.56982
/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_18_162.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_18_162.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_18_162.jpg,0,0,0,18.39043
/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_18_248.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_18_248.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_18_248.jpg,0,0,0,18.2069
/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_18_332.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_18_332.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_18_332.jpg,0,0,0,18.01613
/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/center_2020_10_13_10_29_18_427.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/left_2020_10_13_10_29_18_427.jpg,/home/eugen/Desktop/MyCourses/DDPG_and_BClonning/CLON_car/TrainingData/IMG/right_2020_10_13_10_29_18_427.jpg,0,0,0,18.30902
